"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Euro area","EMU","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","51.5532749289055","","52.8558985245909","53.4392206383799","53.2182108322756","53.3975471837233","53.4863534287538","53.5783204356196","53.9671601062056","54.2994868654387","55.0266004289568","54.4165290230597","54.2736608214329","54.2807224601518","54.0288644605513","54.1134778578512","54.2520466767267","54.4009975715084","54.9442863986373","55.0173772880566","54.8913687064918","55.2850648467029","55.6743774176357","55.7247402648853","56.0967162834265","56.4404774470782","56.6530815553236","56.943561243441","56.9233896794493","56.7482730157691","56.7771643953103","56.9977085388127","56.9560340344089","56.8688821215742","56.7875432063645","57.0115947179421","57.0726005328654","57.1271006240652","57.2835563414055","56.2596524753614","56.9481755631208","57.5058874256316","57.8022317326716",
"Eritrea","ERI","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","51.6","","","","","","","","","","47.81","","","","","","","50.55","49.96","49.42","48.77","48.25","48.16","48.08","47.77","47.51","47.019","47.953","48.316","48.238","48.566","48.207","49.814","49.854","50.231","50.045","50.355","50.811","51.102","51.614","52.771","52.092","53.773","54.935","55.851","57.091","57.98","58.578","59.373","59.505","59.626","59.675","59.732","59.377","58.961","58.829","58.524","58.117","57.924","57.92","56.72","57.771","57.888","58.064",
"Estonia","EST","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.34","73.594","72.201","69.726","67.517","67.193","65.451","64.731","65.016","60.066","58.615","58.934","58.237","57.216","58.97","59.066","58.739","60.637","60.553","61.106","60.72","60.5","61.305","61.311","61.326","61.12","62.122","62.988","63.582","63.853","63.576","63.516","63.688","65.644","66.458",
"Ethiopia","ETH","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","51.6","","","","","","57.9","","","","","","","77.93","","","","","66.63","","","","","","82.019","","","","","","","","81.238","","","","","","","","68.253","","",
"European Union","EUU","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","54.6285251618332","55.1686607659827","54.8866174534863","55.3603381932608","55.4345700435015","55.7908481287064","55.8168784082144","55.0780241100115","55.7320965426384","56.7848399719394","56.4245033575353","56.2899803207729","56.5367560821758","56.1684266814178","55.398685692743","55.4826996352487","55.9039920172244","55.7099442648446","55.6447740165363","55.5859600247132","55.7276144492812","55.7244266889922","55.9629729085393","56.274598574413","56.4192079117591","56.6857626939183","56.6941429278935","56.7766712833049","56.7788116341955","57.0382822120533","57.0360998883881","57.0544645779118","57.0104995006221","57.1871417384234","57.377938698325","57.4413944731339","57.6020889825566","56.7584704382744","57.1872916107862","57.73340899887","58.0095098403597",
"Fragile and conflict affected situations","FCS","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","65.3","","","","","","","","","","60.86","","","","","","57.51","47.32","","61.25","49.05","62.28","69.64","","65.92","65.72","65.42","64.9","64.53","64.56","69.725","68.243","66.764","65.895","65.064","61.106","59.358","60.138","60.266","62.97","63.215","63.285","63.22","62.829","62.105","62.226","62.349","61.202","61.478","60.491","59.927","59.925","59.728","59.141","58.904","58.958","58.608","58.856","59.425","59.349","58.987","60.413","61.129","61.106",
"Fiji","FJI","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","49.54","","","","","","","","","","50.79","","","","","","54.33","","","","54.63","","","","","34.1","35.22","35.15","","","59.45","","","","","","","","58.2","56.727","","","39.3","39.3","56.99","63.056","","","58.89","","57.584","","","","","","","",
"France","FRA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","55.09","","","","","","53.87","","","","","","","53.51","","","","54.73","54.89","54.77","54.78","57.463","57.308","57.146","57.343","56.839","56.306","56.17","55.854","55.406","55.558","55.552","55.48","55.444","55.77","55.445","55.459","55.747","55.701","55.499","55.714","56.406","56.254","55.949","55.88","55.982","56.07","56.332","56.25","56.029","56.263","56.432","56.098","56.06","55.933","55.638","55.624","55.272","54.535","55.938","56.22","56.317",
"Faroe Islands","FRO","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","60.25","","","","","","40.18","","","","57.36","","","","","","","57.88","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.894","","","","","","","","","",
"Gabon","GAB","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","56.33","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.62","","","","","","","","","","","","60.62","","","","","48.74","","","","","","","","","","","","","",
"United Kingdom","GBR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","60.97","","","","","61.85","","","","","61.04","","","","","","","47.1","47.13","47.05","59.63","","58.941","59.79","61.046","61.063","61.461","61.949","62.885","63.023","62.657","62.387","61.887","61.741","61.573","61.685","61.861","61.757","61.672","61.91","61.546","61.791","61.874","61.882","62.128","62.548","62.369","62.584","62.366","62.136","62.115","62.296","62.352","62.485","62.57","62.721","62.695","62.892","62.941","62.83","62.196","62.217","62.227",
"Georgia","GEO","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.4","66","64.1","66.21","64.95","66.02","64.77","64.05","62.2","63.3","63.49","64.588","65.494","66.218","67.554","67.152","67.697","68.781","68.425","65.832","63.934","62.928","63.399","","","",
"Ghana","GHA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","73","","","","","","","","","","73.33","","","","","","","","","","","","","","45.38","","","","","63.8","","77.539","76.5","","","","","","79.94","79.9","74.615","","","","","","68.65","","","","70.89","","","76.135","","69.253","","71.34","","","","57.408","63.585","",
"Gibraltar","GIB","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","41.35","","","","","","","","","61.74","","","","","","","","","","","63.96","","78.57","","42.24","","45.02","","47.23","46.07","49.28","50.99","50.92","47.47","","","","","","","68.37","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","61.23","","","","","","","","","","","","","45.82","","","","","","64.416","","","","","","","","","","","","","","","","","52.879","","","","",
"Gambia, The","GMB","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","78.01","","","","","","","","","","57.46","","","","","","","","","","","","","","","","","","","59.568","","","","","","60.9","","","","","47.549",
"Guinea-Bissau","GNB","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","42.04","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.901","62.167","","","64.838","",
"Equatorial Guinea","GNQ","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","64.18","","","","","","","","","","","71.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","57.04","","","","","","","","","","48.44","","","","","","","","","","48.53","48.43","51.895","51.666","51.509","50.988","50.026","50.464","50.332","49.712","48.047","48.907","49.023","49.339","49.269","50.029","49.09","52.147","51.844","51.678","50.96","51.087","51.479","52.081","52.221","52.489","52.357","52.455","52.875","53.003","52.23","51.964","51.716","51.527","51.622","51.665","51.607","51.449","51.422","50.489","50.771","52.247","52.152",
"Grenada","GRD","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","30.8","","","","","","","","","","30.92","","","","","","","","","","","","","","","","","","63.49","","","","","","","","","","64.8","","","","","","","","","","","","","","","67.3","70.4","71.2","","","61.021","64.185","54.342","60.695","","62.377",
"Greenland","GRL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","35.61","","","","","","","","","","70.45","","","","","","63.52","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.594","73.848","74.094","74.01","73.724","74.065","","","","","","","","",
"Guatemala","GTM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","52.78","","","","","","","","","50.82","","","","","49.4","50.65","52.26","48.4","","","","49.87","","57.74","","57.67","","","","","49.85","","","","","48.37","65.4","","66.953","67.776","63.112","","66.15","","","","60.459","61.401","65.118","60.22","60.732","60.596","60.689","60.943","60.503","59.169","","62.937","60.241","68.248",
"Guam","GUM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","64.12","","","","","","","","","","63.35","","","","","","","","","","66.62","","","54.99","","","60.27","","62.31","","72.69","","","","","","","","","","67.8","65.6","62.4","","61.7","61.1","62.7","57.8","","61.7","61.4","62.6","","","","","","","","","","","","",
"Guyana","GUY","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","31.18","","","","","","","","","","","","","","","","","","","","57.32","","","","","","","60.38","","","","","","59.53","","","","","","","","","56.15","","","","","","","","","","","","","","","","55.008","50.872","","","","",
"High income","HIC","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","58.235896735849","59.5518706399792","","59.4885164150801","59.7751867436832","59.7361224523448","60.125079867128","60.5006753093229","60.4575108731103","61.9708836832485","60.8120951844783","60.8906646307291","62.3224285003354","61.9534252111926","61.7260266698889","61.5917447206517","61.384244021883","60.9914048570675","60.7650649486169","61.3111304714776","61.118936460387","60.965854620331","60.8916966703808","60.9484437088089","60.9941099017745","61.23609354326","61.3177861178041","61.4436569066819","61.6035008499182","61.4219631005106","61.4077670336222","61.2121341290578","61.2213631839512","61.1566722491555","61.2197723688768","61.2001558916554","61.6091314502434","61.0090885393651","61.1857784330247","61.3315012833381","60.4956609016044","60.7499325488759","61.2462776360669","61.6354765273817",
"Hong Kong SAR, China","HKG","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","64.1","","","","","63.56","","","","","64.02","","","","65.26","64.21","","","62.45","63.8","65.97","64.79","65.17","66.2","64.85","65.09","64.76","64.49","63.55","62.99","63.44","62.28","62.45","62.49","61.97","61.78","61.77","62","61.3","60.68","61.43","61.83","61.35","61.27","60.99","61.26","61.22","60.88","60.77","59.59","60.073","60.501","61.217","61.057","61.144","61.052","61.121","61.275","60.672","59.712","59.375","58.213","57.329",
"Honduras","HND","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","30.14","","","","","","","","","","","","","51.03","","","","","","","","","","","","","54.8","","","","57.94","60.81","","","59.45","","","63.8","65.88","64.38","62.5","60.1","","59.59","61.667","59.856","58.958","59.576","60.807","61.915","59.727","58.4","62.661","64.152","64.092","63.323","64.359","66.492","63.178","59.495","60.688","58.637","56.485",
"Heavily indebted poor countries (HIPC)","HPC","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.74","","","","","","","38.9","","50.738","49.678","51.175","50.286","51.153","49.624","49.188","52.929","53.118","53.116","52.584","51.838","51.369","50.841","52.362","52.73","51.316","51.607","51.187","51.102","51.027","51.779","52.3","52.263",
"Haiti","HTI","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","79.39","","","","","","","","","70.06","","64.81","","","68.2","","","","","66.75","","","","","65.08","","","","","62.77","","","50.9","","63.83","","47.7","","","65.62","","56.9","","","","","","","","","","","",
"Hungary","HUN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","63.75","","","","","","","","","","61.08","","","","","","","","47.5","47.54","60.53","81.2","81.7","81.8","81.6","81.5","81.6","82","80.9","80.6","54.89","45.09","58.304","55.66","53.655","52.371","48.316","47.606","48.37","49.305","49.556","48.867","48.916","49.734","49.487","50.172","50.655","50.324","49.909","49.855","50.344","50.677","51.66","52.18","53.681","54.757","55.696","56.274","56.732","57.099","56.9","59.543","60.342","61.045",
"IBRD only","IBD","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.9131395527902","66.407122659077","","","","65.5904974184596","","66.9565585246888","66.5210452125579","66.4842034310747","62.7933273090701","65.9442673153498","62.3089863340229","65.6383665736106","65.1765305256542","65.7662315481147","65.5322837965172","","","56.47820234932","55.486550703128","56.0187181647483","57.2359240023786","",
"IDA & IBRD total","IBT","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.5706861611835","66.4897564431596","","","","65.1322307580138","","","","","62.448088193722","","62.0705882639883","","","","","","","","","","","",
"IDA total","IDA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","53.4579533481132","","","52.6444440718562","","","","","52.1849514065789","","","","","","","","","","","","","52.8979872530614","","","","","","","57.0687103792906","","56.4464141230969","","61.9035292418127","62.6144448480276","","","57.8672692975104","","","","",
"Indonesia","IDN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","59.15","","","","","","","","","","58.77","","","","","74.68","64.82","68.34","","58.15","","65.55","","","","69.11","","69.46","","66.365","65.946","66.316","65.625","66.798","","66.87","66.338","66.93","67.222","67.756","67.129","65.977","65.671","65.675","64.399","64.208","66.227","66.373","66.047","66.583","66.913","67.416","66.757","66.624","66.579","66.314","66.694","67.652","68.238","67.401","65.868","67.018","67.899",
"IDA only","IDX","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","40.84","","","","","53.77","","","","","48.39","","","","","52.7","","","","","","","","","","57.53","","","","","58.91","","","","","63.29","","","","","62.83","","","","","63.31","","","","","84.18","","","","","","","",
"India","IND","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","67.32","","","","","","","","","","53.42","","","","","","","","","","60.77","","","","","","","","","","57.95","","","58.081","","","","","","57.2","58.7","","","","60.242","","","","","54.732","","53.423","","","","","","47.56","49.351","50.455","51.145","52.354","55.755",
"Not classified","INX","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","57.29","","","","","56.66","","","","","54.97","","","","54.09","","52.4","","","","52.97","","54.97","54.009","53.33","53.414","53.586","53.171","52.711","52.951","53.197","52.575","53.327","53.916","53.923","54.85","55.436","56.449","57.949","58.981","59.18","59.597","59.694","60.066","61.466","62.741","66.625","65.939","64.087","62.6","61.963","61.638","61.963","61.753","61.815","62.178","61.978","62.163","62.338","61.12","63.637","64.638","65.489",
"Iran, Islamic Rep.","IRN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","50.38","","","","","","44.62","","","","48.99","","","","","","","","","","45.79","","","","","46.11","","","","","43.12","","","","","","","","","45.444","44.569","43.659","41.442","42.369","41.595","39.988","40.559","40.539","40.227","41.354","42.586","43.735","44.025","43.693","40.949","40.574","40.534","",
"Iraq","IRQ","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","48.62","","","","","","","","","","43.91","","","","","","","","","","42.26","","","","","","","","","","41.714","","","","","40.988","","42.93","","43.15","41.89","","","","39.663","","",
"Iceland","ISL","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","59.59","","","","","","","","","","","","","","42.16","60.49","60.45","60.43","","71.01","44.85","71.06","71.55","72.32","","50.44","51.54","","","","","79.136","80.026","79.297","79.378","82.248","81.159","80.057","81.32","82.739","83.847","83.51","82.789","83.083","81.886","81.353","82.464","82.654","81.907","80.324","80.383","79.799","79.879","80.684","82.144","82.992","83.807","82.884","81.844","81.24","78.979","73.512","74.603","75.038",
"Israel","ISR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","50.15","","47.75","","48.1","","49.69","49.22","49.54","49.78","49.57","53.1","","","50.63","50.44","51.4","52.02","58.823","59.019","59.487","60.885","61.718","62.124","61.434","61.025","60.445","60.772","61.353","61.334","60.562","60.879","61.369","61.799","62.222","62.772","62.811","62.874","63.257","63.036","65.26","65.111","65.62","65.55","65.635","65.491","65.432","64.996","63.406","63.319","64.738","65.055",
"Italy","ITA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","51.67","","","","","","","","","","48.22","","","","","","50.05","49.78","50","50.11","50.39","49.88","50.149","49.986","50.048","50.412","50.04","50.114","49.865","49.728","50.689","48.673","48.185","47.676","47.271","47.425","47.473","47.76","48.027","48.129","48.285","48.76","49.242","49.681","49.11","49.077","48.752","49.101","48.477","48.204","48.142","49.082","48.793","49.058","48.968","49.501","49.813","49.915","49.893","48.509","48.573","49.1","49.872",
"Jamaica","JAM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","68.71","","","","","","","","","","57.55","","","","69.3","71.23","70.7","","71.84","","53.47","72.43","73.73","","","52.71","","","57.6","","69.41","53.49","","","68.01","69","67.8","66.6","65.34","64.5","","62.9","63.7","61.87","64.26","","","65.1","64.62","62.529","60.801","60.842","60.67","60.894","61.203","63.153","63.172","63.733","63.138","64.349","62.202","62.843","64.615","66.371",
"Jordan","JOR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","40.63","","","","","","","","","","","","","","41.36","","","","43.08","","","","","","","","","","","","","","","","","","","","","39.4","38.8","38.4","37.4","","38.3","37.7","39.8","39.5","40.1","39.5","39","38","37.1","36.4","","","40.226","39.176","39.242","39.947","38.67","38.555","40.125",
"Japan","JPN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","69.2","69.1","68.3","67.1","66.1","65.7","65.8","65.9","65.9","65.5","65.4","65","64.4","64.7","63.7","63","63","63.2","63.4","63.4","63.3","63.3","63.3","63.8","63.4","63","62.8","62.6","62.6","62.9","63.392","63.794","63.989","63.809","63.609","63.419","63.488","63.674","63.329","62.847","62.443","61.993","61.234","60.766","60.42","60.418","60.423","60.395","60.155","59.864","59.579","59.249","59.012","59.245","59.443","59.499","59.986","60.444","61.446","62.008","61.947","62.053","62.502","62.9",
"Kazakhstan","KAZ","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.23","46.79","","","","70.11","70.02","69.86","69.45","69.68","70.39","71.13","70.71","71.16","71.61","71.74","71.7","71.67","71.85","70.21","70.07","70.13","70.08","69.2","","68.7","",
"Kenya","KEN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.96","","","","","","","","","","72.391","","","","","","63.257","","","","76.52","","","","","","","74.405","","","67.803","","67.462","","",
"Kyrgyz Republic","KGZ","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.17","","","","","","","","","","","","","64.4","","63.69","","65.49","","64.96","63.91","62.342","63.299","61.505","58.5","59.18","59.511","59.215","56.868","58.461","58.869","57.311","59.026","59.182","",
"Cambodia","KHM","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","72.24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.16","","","79.692","74.071","77.04","80.432","78.595","83.543","","80.42","80.42","","","81.226","78.939","82.016","84.751","85.439","67.82","80.219","80.293","79.603","81.735","81.409","","76.038","82.238","79.51","","",
"Kiribati","KIR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","73.01","","","","","","","","","","","","75.48","","","","","84.01","","","","","","","","","","26.37","","","","","59.26","","","","","43.003","","","","35.899","45.494","","","",
"St. Kitts and Nevis","KNA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","34.6","","","","","","","","","","29.08","","","","","","","","","","62.99","","","","","","","","","","","66.65","","","","","","","","","","68.79","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","50.1","","","","","","51.68","","","","56.25","","","","","61.29","","","","37.8","59.006","58.514","58.635","57.676","55.831","56.595","57.1","58.275","58.462","59.547","60.023","60.599","60.893","60.892","61.596","61.935","62.106","62.502","60.617","60.596","61.568","61.879","62.447","61.885","62.692","62.554","62.521","62.445","61.969","61.284","61.362","61.531","61.714","61.896","62.909","63.175","63.195","63.479","63.364","63.57","62.811","63.078","64.206","64.602",
"Kuwait","KWT","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","62.97","","","","","57.38","","","","","53.87","","","","","60.51","","","55.05","","62.52","","","60.49","","","","","","","67.96","54.45","55.08","","","","","","66.34","","69.62","77.9","77.4","69.3","76.42","76.87","77.1","","","","75.94","73.84","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","53.9548808764274","","","","","","","","","","51.2253504878981","","","","","","","","","","54.5934084582406","","","","","","","58.1040300839377","53.5453482326298","61.4005219429159","58.5206472803405","60.8496442648283","63.2686482700008","61.7633178710467","","63.8361881274439","61.4236644240435","64.799546845001","64.7031083481503","64.4638272288648","","64.6983859477187","64.8463454108998","64.4930322784729","65.0117187799832","65.4150109535881","65.3935287580079","64.4314379715345","65.0120306263882","65.2115679527381","","64.1955600573591","64.1982719169294","64.0168889628532","63.4430939626671","63.8980467643533","63.8746171868401","63.6476405086698","63.8175629351989","64.1181339800726","59.9405332455511","62.6034921955068","63.266166349314","63.3495392214555",
"Lao PDR","LAO","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81.4","","","","","","","","94.3","","66.6","","","","","78.217","","","","","","","59.782","","","","","66.001","",
"Lebanon","LBN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","44.57","","","","","","","","","","","","","","","","","","","","","","46.8","","","","","","","44.02","","","43.4","","46.11","","","","","","","","","","48.894","","","","",
"Liberia","LBR","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","61.84","","","","","","","","","","","","47.3","","","","","","","","","","56.1","","","","","","","","","","","","","","","","","","","","","","","72.02","","","57.554","","","","76.037","","76.937","46.656","","","","","","",
"Libya","LBY","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","43.98","","","","","","","","","45.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.75","","","","","","","","","","","",
"St. Lucia","LCA","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.02","","69.4","67.4","67.8","67.3","68.6","68","69.5","69","64.15","","68.66","67.2","68.2","65.6","66","58.93","63.58","","67.07","69.03","69.25","","","","69.369","69.88","68.799","53.739","65.5","69.156","68.564",
"Latin America & Caribbean","LCN","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","53.6149277818177","","","","","","","","","","51.0504191552777","","","","","","","","","","54.1233961003749","","","","","56.2213899401247","","","53.6693597071446","60.7667100179844","58.0521610309979","60.2634550970182","62.4214706755486","61.1202984679358","","63.0806796605273","61.1749053010821","64.2504787725433","64.1944453585812","63.8980670984301","","64.4358525121648","64.487351098078","63.9520485938016","64.483775433741","64.8326284168356","64.8642617332749","64.0410448862648","64.5929241597058","64.7558287096371","","63.9055187559973","63.9111323638814","63.9400556710632","63.403105986798","63.6427283057849","63.6606384883582","63.7631253326232","63.790273879528","64.0640367846367","59.8280883932178","62.3825492840305","63.1312125726568","63.286249643797",
"Least developed countries: UN classification","LDC","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Low income","LIC","Labor force participation rate, total (% of total population ages 15+) (national estimate)","SL.TLF.CACT.NE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
